order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
480,ORD-20240327-00480,84,2024-03-27,pendiente,3188.34,19,480,669.55,3732.11,paypal,pickup,,
481,ORD-20241115-00481,90,2024-11-15,cancelado,1063.52,18,250,223.34,1345.43,paypal,pickup,,
482,ORD-20240505-00482,17,2024-05-05,enviado,2389.72,16,0,501.84,2509.2,cash_on_delivery,standard,,
483,ORD-20260417-00483,248,2026-04-17,cancelado,307.2,20,340,64.51,650.27,credit_card,same_day,,
484,ORD-20251226-00484,193,2025-12-26,cancelado,2264.45,11,420,475.53,2910.89,paypal,same_day,,Nota del cliente: Llamar antes
485,ORD-20251219-00485,268,2025-12-19,entregado,3080.95,8,270,647,3751.47,debit_card,pickup,,
486,ORD-20260114-00486,50,2026-01-14,cancelado,7.59,14,30,1.59,38.12,bank_transfer,standard,9,
487,ORD-20251126-00487,221,2025-11-26,entregado,246.39,2,370,51.74,663.2,credit_card,express,,
488,ORD-20230303-00488,319,2023-03-03,entregado,3197.07,1,40,671.38,3876.48,paypal,same_day,,
489,ORD-20230210-00489,189,2023-02-10,enviado,3848.35,8,310,808.15,4658.63,cash_on_delivery,express,,
490,ORD-20230609-00490,114,2023-06-09,procesando,2253.43,12,240,473.22,2696.24,credit_card,standard,,
491,ORD-20230715-00491,191,2023-07-15,entregado,6009.93,19,290,1262.09,6420.13,credit_card,express,,
492,ORD-20260329-00492,198,2026-03-29,entregado,2797.99,4,480,587.58,3753.65,bank_transfer,express,,
493,ORD-20240501-00493,149,2024-05-01,enviado,3704.65,5,460,777.98,4757.4,bank_transfer,standard,,Nota del cliente: Envolver para regalo
494,ORD-20230316-00494,74,2023-03-16,procesando,4425.81,10,40,929.42,4952.65,paypal,same_day,,
495,ORD-20240817-00495,108,2024-08-17,procesando,1683.43,16,270,353.52,2037.6,bank_transfer,same_day,9,
496,ORD-20260402-00496,320,2026-04-02,procesando,3679.33,20,390,772.66,4106.12,debit_card,same_day,,
497,ORD-20230202-00497,194,2023-02-02,entregado,965.78,1,470,202.81,1628.93,cash_on_delivery,express,,Nota del cliente: Entregar por la tarde
498,ORD-20251116-00498,48,2025-11-16,procesando,6219.17,3,280,1306.03,7618.62,debit_card,pickup,10,Nota del cliente: Envolver para regalo
499,ORD-20230106-00499,141,2023-01-06,pendiente,2036.12,5,460,427.59,2821.9,bank_transfer,pickup,2,
500,ORD-20240925-00500,303,2024-09-25,pendiente,246.65,13,270,51.8,536.39,debit_card,pickup,7,
501,ORD-20241021-00501,241,2024-10-21,cancelado,2813.55,12,20,590.85,3086.77,bank_transfer,standard,,
502,ORD-20250919-00502,240,2025-09-19,cancelado,5952.61,10,440,1250.05,7047.4,cash_on_delivery,same_day,,Nota del cliente: Entregar por la tarde
503,ORD-20240630-00503,311,2024-06-30,cancelado,212.42,7,180,44.61,422.16,paypal,standard,,
504,ORD-20230510-00504,77,2023-05-10,enviado,205.67,16,120,43.19,335.95,cash_on_delivery,express,3,
505,ORD-20250411-00505,152,2025-04-11,entregado,4808.96,2,360,1009.88,6082.66,paypal,same_day,3,
506,ORD-20250202-00506,107,2025-02-02,pendiente,2772.79,11,240,582.29,3290.07,debit_card,pickup,8,Nota del cliente: Dejar en portería
507,ORD-20251226-00507,191,2025-12-26,cancelado,1057.54,20,270,222.08,1338.11,paypal,standard,,
508,ORD-20231022-00508,158,2023-10-22,enviado,538.76,8,190,113.14,798.8,credit_card,same_day,,
509,ORD-20230310-00509,115,2023-03-10,pendiente,4869.37,10,420,1022.57,5825,bank_transfer,standard,,
510,ORD-20231024-00510,231,2023-10-24,pendiente,5283.38,8,210,1109.51,6180.22,debit_card,standard,8,
511,ORD-20231229-00511,334,2023-12-29,procesando,3578.57,9,140,751.5,4148,paypal,standard,,Nota del cliente: Entregar por la tarde
512,ORD-20240824-00512,203,2024-08-24,procesando,5724.64,8,130,1202.17,6598.84,credit_card,pickup,,
513,ORD-20231001-00513,135,2023-10-01,procesando,729.05,20,170,153.1,906.34,debit_card,pickup,,
514,ORD-20241124-00514,202,2024-11-24,cancelado,2863.49,20,300,601.33,3192.12,debit_card,standard,,
515,ORD-20241102-00515,84,2024-11-02,enviado,3902.7,0,170,819.57,4892.27,debit_card,standard,10,
516,ORD-20240225-00516,233,2024-02-25,entregado,1165.35,3,220,244.72,1595.11,bank_transfer,express,,
517,ORD-20230313-00517,119,2023-03-13,cancelado,1479.92,12,350,310.78,1963.11,credit_card,standard,,
518,ORD-20250218-00518,307,2025-02-18,procesando,675.34,2,240,141.82,1043.65,bank_transfer,express,,Nota del cliente: Entregar por la tarde
519,ORD-20250405-00519,7,2025-04-05,procesando,2338,20,340,490.98,2701.38,bank_transfer,same_day,,
520,ORD-20250112-00520,147,2025-01-12,pendiente,2588.92,14,230,543.67,3000.14,debit_card,pickup,,
521,ORD-20230114-00521,134,2023-01-14,pendiente,4380.53,12,380,919.91,5154.78,debit_card,express,,
522,ORD-20240825-00522,268,2024-08-25,enviado,3574.79,19,80,750.71,3726.29,credit_card,standard,,
523,ORD-20230618-00523,172,2023-06-18,procesando,1719.66,2,190,361.13,2236.4,paypal,standard,,Nota del cliente: Dejar en portería
524,ORD-20230107-00524,250,2023-01-07,entregado,2524.41,10,20,530.13,2822.1,credit_card,same_day,,Nota del cliente: Entregar por la tarde
525,ORD-20250921-00525,42,2025-09-21,procesando,2226.86,14,200,467.64,2582.74,cash_on_delivery,same_day,,
526,ORD-20260101-00526,295,2026-01-01,enviado,4936.5,11,180,1036.67,5610.16,paypal,same_day,,
527,ORD-20250101-00527,229,2025-01-01,procesando,936.64,20,160,196.69,1106,bank_transfer,express,,
528,ORD-20250616-00528,17,2025-06-16,procesando,3117.77,11,300,654.73,3729.55,debit_card,standard,3,
529,ORD-20231105-00529,296,2023-11-05,enviado,1817.94,14,90,381.77,2035.2,credit_card,express,,
530,ORD-20230616-00530,127,2023-06-16,pendiente,2250.57,5,20,472.62,2630.66,credit_card,same_day,3,Nota del cliente: Dejar en portería
531,ORD-20230507-00531,226,2023-05-07,enviado,762.15,20,450,160.05,1219.77,bank_transfer,pickup,,Nota del cliente: Entregar por la tarde
532,ORD-20250223-00532,14,2025-02-23,cancelado,4578.06,6,160,961.39,5424.77,credit_card,pickup,,
533,ORD-20230903-00533,186,2023-09-03,entregado,2403.61,11,120,504.76,2763.97,bank_transfer,same_day,,
534,ORD-20260206-00534,315,2026-02-06,pendiente,3960.41,20,130,831.69,4130.02,cash_on_delivery,same_day,,Nota del cliente: Llamar antes
535,ORD-20250817-00535,86,2025-08-17,cancelado,2641.28,20,430,554.67,3097.69,paypal,same_day,,
536,ORD-20251109-00536,48,2025-11-09,cancelado,3656.92,5,150,767.95,4392.02,paypal,standard,3,
537,ORD-20251108-00537,147,2025-11-08,entregado,2208.25,10,100,463.73,2551.16,debit_card,express,,
538,ORD-20260217-00538,86,2026-02-17,procesando,1632.46,15,430,342.82,2160.41,credit_card,same_day,,
539,ORD-20240926-00539,240,2024-09-26,entregado,370.62,19,250,77.83,628.03,credit_card,same_day,,
540,ORD-20241022-00540,257,2024-10-22,procesando,974.25,18,460,204.59,1463.48,bank_transfer,express,,
541,ORD-20240915-00541,292,2024-09-15,entregado,2740.7,15,240,575.55,3145.15,credit_card,same_day,,
542,ORD-20260206-00542,215,2026-02-06,pendiente,3795.8,20,190,797.12,4023.76,credit_card,pickup,,
543,ORD-20250821-00543,6,2025-08-21,enviado,1776.29,0,20,373.02,2169.31,bank_transfer,same_day,5,
544,ORD-20240519-00544,191,2024-05-19,enviado,1532.67,3,240,321.86,2048.55,paypal,standard,2,Nota del cliente: Llamar antes
545,ORD-20250625-00545,253,2025-06-25,entregado,2062.2,13,410,433.06,2637.17,cash_on_delivery,same_day,,
546,ORD-20240118-00546,277,2024-01-18,enviado,1283.2,18,260,269.47,1581.69,credit_card,express,,
547,ORD-20230202-00547,164,2023-02-02,procesando,4652.6,13,470,977.05,5494.81,bank_transfer,express,,
548,ORD-20231020-00548,33,2023-10-20,enviado,3218.01,20,250,675.78,3500.19,cash_on_delivery,standard,,Nota del cliente: Llamar antes
549,ORD-20240115-00549,148,2024-01-15,entregado,1560.4,14,170,327.68,1839.62,credit_card,standard,10,
550,ORD-20241203-00550,199,2024-12-03,pendiente,3306.07,18,130,694.27,3535.25,cash_on_delivery,pickup,,
551,ORD-20250111-00551,138,2025-01-11,entregado,1507.67,16,470,316.61,2053.05,debit_card,standard,,Nota del cliente: Envolver para regalo
552,ORD-20241129-00552,317,2024-11-29,procesando,3936.67,16,10,826.7,4143.5,paypal,express,,
553,ORD-20240401-00553,221,2024-04-01,cancelado,420.34,14,160,88.27,609.76,debit_card,pickup,,
554,ORD-20250328-00554,3,2025-03-28,pendiente,1271.19,5,110,266.95,1584.58,bank_transfer,pickup,,
555,ORD-20240826-00555,190,2024-08-26,cancelado,717.78,13,500,150.73,1275.2,credit_card,pickup,9,
556,ORD-20240415-00556,98,2024-04-15,cancelado,1151.25,14,340,241.76,1571.84,debit_card,express,,Nota del cliente: Envolver para regalo
557,ORD-20230226-00557,80,2023-02-26,pendiente,49.33,11,360,10.36,414.26,cash_on_delivery,same_day,3,
558,ORD-20241016-00558,262,2024-10-16,pendiente,3014.82,8,220,633.11,3626.74,cash_on_delivery,pickup,,
559,ORD-20250313-00559,217,2025-03-13,enviado,4063.6,15,110,853.36,4417.42,paypal,same_day,,Nota del cliente: Llamar antes
560,ORD-20250223-00560,242,2025-02-23,procesando,868.25,4,50,182.33,1065.85,debit_card,standard,6,Nota del cliente: Envolver para regalo
561,ORD-20231014-00561,288,2023-10-14,enviado,1805.22,7,170,379.1,2227.95,credit_card,express,,
562,ORD-20240417-00562,38,2024-04-17,pendiente,1516.48,4,330,318.46,2104.28,debit_card,same_day,,
563,ORD-20260422-00563,323,2026-04-22,pendiente,270.29,0,70,56.76,397.05,debit_card,same_day,8,Nota del cliente: Llamar antes
564,ORD-20260222-00564,184,2026-02-22,entregado,3575.3,13,50,750.81,3911.32,credit_card,same_day,,
565,ORD-20240824-00565,334,2024-08-24,entregado,2823.12,1,460,592.86,3847.75,bank_transfer,same_day,1,
566,ORD-20231008-00566,62,2023-10-08,entregado,4240.36,20,0,890.48,4282.77,bank_transfer,pickup,6,Nota del cliente: Llamar antes
567,ORD-20251209-00567,113,2025-12-09,procesando,1794.37,0,430,376.82,2601.19,cash_on_delivery,express,,
568,ORD-20240617-00568,207,2024-06-17,enviado,1316.12,2,380,276.39,1946.19,bank_transfer,pickup,7,
569,ORD-20260419-00569,21,2026-04-19,cancelado,7307.02,11,90,1534.47,8127.72,debit_card,pickup,,Nota del cliente: Entregar por la tarde
570,ORD-20250121-00570,258,2025-01-21,entregado,1784.43,12,400,374.73,2345.03,cash_on_delivery,same_day,10,
571,ORD-20250810-00571,305,2025-08-10,enviado,7514.98,17,460,1578.15,8275.58,bank_transfer,pickup,,
572,ORD-20240527-00572,294,2024-05-27,entregado,4056.55,18,60,851.88,4238.25,bank_transfer,express,,
573,ORD-20250418-00573,82,2025-04-18,procesando,2581.36,5,180,542.09,3174.38,debit_card,same_day,,
574,ORD-20240912-00574,94,2024-09-12,pendiente,2257.3,17,120,474.03,2467.59,bank_transfer,express,4,
575,ORD-20251020-00575,318,2025-10-20,cancelado,1303.47,3,200,273.73,1738.1,credit_card,pickup,,
576,ORD-20240624-00576,208,2024-06-24,procesando,1522.33,11,270,319.69,1944.56,cash_on_delivery,same_day,,
577,ORD-20240519-00577,25,2024-05-19,pendiente,1965.16,9,480,412.68,2680.98,credit_card,express,,
578,ORD-20240307-00578,111,2024-03-07,entregado,3363.47,12,350,706.33,4016.18,paypal,express,,
579,ORD-20260227-00579,299,2026-02-27,pendiente,6119.39,2,430,1285.07,7712.07,paypal,pickup,,
580,ORD-20241216-00580,40,2024-12-16,enviado,2998.14,0,40,629.61,3667.75,cash_on_delivery,same_day,,
581,ORD-20230731-00581,263,2023-07-31,entregado,1697.86,4,140,356.55,2126.5,cash_on_delivery,same_day,,
582,ORD-20240926-00582,113,2024-09-26,pendiente,2181.99,13,360,458.22,2716.55,debit_card,same_day,,Nota del cliente: Envolver para regalo
583,ORD-20250627-00583,211,2025-06-27,procesando,1102.24,20,180,231.47,1293.26,credit_card,express,,
584,ORD-20231030-00584,295,2023-10-30,enviado,901.28,20,60,189.27,970.29,paypal,standard,5,
585,ORD-20240211-00585,210,2024-02-11,pendiente,6115.15,12,0,1284.18,6665.51,paypal,express,8,
586,ORD-20230515-00586,24,2023-05-15,pendiente,1673.91,14,270,351.52,2061.08,paypal,same_day,,
587,ORD-20240301-00587,217,2024-03-01,enviado,2727.92,7,100,572.86,3209.83,paypal,express,5,
588,ORD-20240901-00588,165,2024-09-01,procesando,1649.9,1,30,346.48,2009.88,cash_on_delivery,same_day,,Nota del cliente: Entregar por la tarde
589,ORD-20260304-00589,100,2026-03-04,pendiente,4673.53,1,20,981.44,5628.23,credit_card,express,,
590,ORD-20241125-00590,140,2024-11-25,pendiente,901.8,11,490,189.38,1481.98,credit_card,express,,
591,ORD-20260202-00591,24,2026-02-02,pendiente,1182.29,6,500,248.28,1859.63,paypal,express,,
592,ORD-20240406-00592,197,2024-04-06,entregado,2770.05,10,350,581.71,3424.76,cash_on_delivery,standard,10,
593,ORD-20231128-00593,307,2023-11-28,pendiente,3804.86,7,400,799.02,4737.54,cash_on_delivery,pickup,,
594,ORD-20231127-00594,198,2023-11-27,cancelado,428.45,14,350,89.97,808.44,paypal,standard,,
595,ORD-20240422-00595,262,2024-04-22,cancelado,4308.59,12,280,904.8,4976.36,debit_card,pickup,,Nota del cliente: Envolver para regalo
596,ORD-20260128-00596,90,2026-01-28,entregado,4240.21,6,470,890.44,5346.24,credit_card,standard,,
597,ORD-20230129-00597,198,2023-01-29,cancelado,892.42,15,170,187.41,1115.97,paypal,same_day,,
598,ORD-20230919-00598,227,2023-09-19,entregado,2263.82,9,230,475.4,2765.48,credit_card,express,3,Nota del cliente: Dejar en portería
599,ORD-20241223-00599,92,2024-12-23,pendiente,1883.98,12,80,395.64,2133.54,paypal,pickup,,
600,ORD-20250529-00600,221,2025-05-29,enviado,1905.53,6,430,400.16,2621.36,paypal,standard,,
601,ORD-20260424-00601,257,2026-04-24,entregado,521.1,5,250,109.43,854.48,debit_card,express,,
602,ORD-20240205-00602,239,2024-02-05,procesando,6193.49,5,390,1300.63,7574.45,debit_card,express,,Nota del cliente: Llamar antes
603,ORD-20230528-00603,239,2023-05-28,cancelado,4627.59,19,50,971.79,4770.14,debit_card,pickup,,
604,ORD-20250605-00604,215,2025-06-05,entregado,4326.37,10,160,908.54,4962.27,credit_card,same_day,,
605,ORD-20231210-00605,202,2023-12-10,procesando,3471.13,18,130,728.94,3705.27,paypal,same_day,3,
606,ORD-20230324-00606,297,2023-03-24,cancelado,991,14,370,208.11,1430.37,paypal,pickup,,
607,ORD-20241221-00607,216,2024-12-21,cancelado,523.91,5,10,110.02,617.73,cash_on_delivery,standard,,
608,ORD-20250503-00608,129,2025-05-03,procesando,1359.28,18,480,285.45,1880.06,bank_transfer,standard,,
609,ORD-20231208-00609,58,2023-12-08,enviado,622.94,12,40,130.82,719.01,cash_on_delivery,same_day,,
610,ORD-20230322-00610,97,2023-03-22,pendiente,2786.35,0,120,585.13,3491.48,cash_on_delivery,express,,
611,ORD-20240216-00611,169,2024-02-16,cancelado,981.92,9,160,206.2,1259.75,credit_card,standard,4,
612,ORD-20250606-00612,168,2025-06-06,pendiente,3569,1,490,749.49,4772.8,credit_card,express,,
613,ORD-20230107-00613,141,2023-01-07,entregado,1682.45,3,60,353.31,2045.29,debit_card,pickup,,
614,ORD-20230302-00614,238,2023-03-02,enviado,4271.71,6,70,897.06,4982.47,credit_card,pickup,,Nota del cliente: Envolver para regalo
615,ORD-20241127-00615,312,2024-11-27,cancelado,2511.01,3,370,527.31,3332.99,bank_transfer,same_day,,
616,ORD-20241219-00616,62,2024-12-19,pendiente,1555.63,14,50,326.68,1714.52,paypal,same_day,,Nota del cliente: Llamar antes
617,ORD-20260129-00617,15,2026-01-29,cancelado,247.78,17,370,52.03,627.69,credit_card,express,,Nota del cliente: Envolver para regalo
618,ORD-20230311-00618,5,2023-03-11,entregado,3839.14,6,430,806.22,4845.01,paypal,same_day,7,Nota del cliente: Llamar antes
619,ORD-20231128-00619,220,2023-11-28,procesando,842.64,19,190,176.95,1049.49,debit_card,standard,,
620,ORD-20230730-00620,116,2023-07-30,pendiente,2170.45,19,190,455.79,2403.85,bank_transfer,same_day,,
621,ORD-20240206-00621,189,2024-02-06,cancelado,4113.16,8,300,863.76,4947.87,bank_transfer,standard,,
622,ORD-20260210-00622,205,2026-02-10,cancelado,2189.38,18,90,459.77,2345.06,credit_card,standard,,Nota del cliente: Llamar antes
623,ORD-20260119-00623,129,2026-01-19,enviado,3266.31,13,60,685.93,3587.62,credit_card,express,,
624,ORD-20240223-00624,116,2024-02-23,pendiente,4357.14,1,310,915,5538.57,debit_card,same_day,,
625,ORD-20251021-00625,24,2025-10-21,entregado,3448.9,16,100,724.27,3721.35,credit_card,standard,,
626,ORD-20240515-00626,74,2024-05-15,procesando,2077.76,14,200,436.33,2423.2,cash_on_delivery,same_day,,
627,ORD-20260512-00627,71,2026-05-12,cancelado,1105.5,0,370,232.16,1707.66,debit_card,express,,
628,ORD-20240409-00628,226,2024-04-09,entregado,893.72,3,160,187.68,1214.59,debit_card,express,7,
629,ORD-20230125-00629,271,2023-01-25,pendiente,1420.95,9,120,298.4,1711.46,debit_card,standard,,Nota del cliente: Dejar en portería
630,ORD-20250804-00630,9,2025-08-04,pendiente,910.42,6,0,191.19,1046.98,paypal,same_day,,
631,ORD-20250204-00631,211,2025-02-04,entregado,2300.23,0,500,483.05,3283.28,debit_card,pickup,7,
632,ORD-20250214-00632,328,2025-02-14,procesando,2583.02,12,440,542.43,3255.49,cash_on_delivery,standard,,
633,ORD-20240207-00633,104,2024-02-07,entregado,4053.98,19,30,851.34,4165.06,bank_transfer,express,6,
634,ORD-20240616-00634,18,2024-06-16,enviado,1989.6,12,50,417.82,2218.67,credit_card,same_day,,Nota del cliente: Envolver para regalo
635,ORD-20240901-00635,47,2024-09-01,pendiente,1185.45,7,70,248.94,1421.41,credit_card,standard,,
636,ORD-20240904-00636,12,2024-09-04,pendiente,2411.27,0,20,506.37,2937.64,bank_transfer,standard,10,
637,ORD-20240130-00637,223,2024-01-30,entregado,1537.58,1,160,322.89,2005.09,bank_transfer,express,,
638,ORD-20240116-00638,295,2024-01-16,entregado,1848.35,19,450,388.15,2335.31,cash_on_delivery,same_day,,Nota del cliente: Entregar por la tarde
639,ORD-20250420-00639,159,2025-04-20,pendiente,4775.98,20,90,1002.96,4913.74,paypal,pickup,,
640,ORD-20240504-00640,162,2024-05-04,enviado,428.65,7,120,90.02,608.66,cash_on_delivery,same_day,,
641,ORD-20231226-00641,230,2023-12-26,enviado,4986.55,4,300,1047.18,6134.27,paypal,express,,
642,ORD-20241111-00642,26,2024-11-11,cancelado,3595.99,20,240,755.16,3871.95,debit_card,express,,
643,ORD-20240131-00643,247,2024-01-31,enviado,2052.5,20,450,431.03,2523.03,cash_on_delivery,pickup,,
644,ORD-20230521-00644,145,2023-05-21,procesando,1986.19,2,360,417.1,2723.57,paypal,pickup,,
645,ORD-20240112-00645,212,2024-01-12,procesando,1117.15,9,450,234.6,1701.21,bank_transfer,express,,Nota del cliente: Entregar por la tarde
646,ORD-20230413-00646,313,2023-04-13,procesando,90.65,18,0,19.04,93.37,debit_card,same_day,,
647,ORD-20241107-00647,139,2024-11-07,cancelado,1151.11,14,70,241.73,1301.68,credit_card,same_day,,
648,ORD-20240105-00648,279,2024-01-05,enviado,1439.01,1,420,302.19,2146.81,bank_transfer,pickup,,
649,ORD-20230617-00649,248,2023-06-17,procesando,3184.14,8,450,668.67,4048.08,debit_card,standard,10,
650,ORD-20231008-00650,23,2023-10-08,entregado,297.18,1,400,62.41,756.62,debit_card,standard,2,Nota del cliente: Dejar en portería
651,ORD-20241028-00651,101,2024-10-28,entregado,2799.18,2,260,587.83,3591.03,paypal,pickup,8,Nota del cliente: Envolver para regalo
652,ORD-20230414-00652,188,2023-04-14,procesando,567.81,15,350,119.24,951.88,cash_on_delivery,express,,
653,ORD-20231008-00653,12,2023-10-08,entregado,1456.08,8,320,305.78,1965.37,bank_transfer,same_day,7,
654,ORD-20230222-00654,152,2023-02-22,pendiente,1247.8,4,210,262.04,1669.93,debit_card,express,7,
655,ORD-20250731-00655,253,2025-07-31,enviado,2841.3,1,240,596.67,3649.56,cash_on_delivery,pickup,,
656,ORD-20230504-00656,39,2023-05-04,cancelado,4598.11,18,70,965.6,4806.05,paypal,pickup,,
657,ORD-20240502-00657,249,2024-05-02,entregado,3184.25,20,400,668.69,3616.09,paypal,standard,,Nota del cliente: Dejar en portería
658,ORD-20231227-00658,334,2023-12-27,procesando,3329.43,18,140,699.18,3569.31,bank_transfer,pickup,,
659,ORD-20251014-00659,62,2025-10-14,procesando,1112.77,6,420,233.68,1699.68,bank_transfer,standard,,
660,ORD-20260507-00660,30,2026-05-07,cancelado,1799.69,11,30,377.93,2009.65,bank_transfer,same_day,,
661,ORD-20250220-00661,303,2025-02-20,pendiente,3431.27,17,270,720.57,3838.52,paypal,express,,
662,ORD-20250415-00662,329,2025-04-15,entregado,363.81,19,350,76.4,721.09,paypal,same_day,,
663,ORD-20231104-00663,331,2023-11-04,procesando,2633.56,10,290,553.05,3213.25,bank_transfer,same_day,6,
664,ORD-20250111-00664,38,2025-01-11,procesando,2516.97,17,110,528.56,2727.65,bank_transfer,same_day,2,
665,ORD-20240801-00665,321,2024-08-01,procesando,1195.87,14,150,251.13,1429.58,credit_card,same_day,1,
666,ORD-20250618-00666,36,2025-06-18,procesando,2038.4,16,290,428.06,2430.32,paypal,same_day,,Nota del cliente: Llamar antes
667,ORD-20240209-00667,302,2024-02-09,cancelado,1837.75,0,310,385.93,2533.68,debit_card,express,,Nota del cliente: Envolver para regalo
668,ORD-20251121-00668,107,2025-11-21,pendiente,1142.4,14,40,239.9,1262.36,credit_card,standard,,
669,ORD-20250910-00669,227,2025-09-10,entregado,3565.77,12,450,748.81,4336.69,cash_on_delivery,same_day,,
670,ORD-20231102-00670,200,2023-11-02,cancelado,2362.14,4,90,496.05,2853.7,debit_card,same_day,4,
671,ORD-20240804-00671,73,2024-08-04,entregado,2415.81,17,160,507.32,2672.44,cash_on_delivery,same_day,,
672,ORD-20231024-00672,131,2023-10-24,procesando,841.04,10,140,176.62,1073.56,paypal,express,,
673,ORD-20250809-00673,316,2025-08-09,procesando,130.76,18,280,27.46,414.68,paypal,same_day,,
674,ORD-20230912-00674,321,2023-09-12,enviado,3506.48,19,160,736.36,3736.61,paypal,pickup,,
675,ORD-20260308-00675,110,2026-03-08,cancelado,3088.51,18,470,648.59,3651.17,cash_on_delivery,standard,,
676,ORD-20230901-00676,6,2023-09-01,procesando,1616.45,5,310,339.45,2185.08,credit_card,pickup,,
677,ORD-20250120-00677,66,2025-01-20,pendiente,2295.32,2,100,482.02,2831.43,cash_on_delivery,same_day,,
678,ORD-20230813-00678,328,2023-08-13,entregado,2178.15,20,450,457.41,2649.93,cash_on_delivery,pickup,,
679,ORD-20231128-00679,230,2023-11-28,pendiente,1959.88,10,410,411.57,2585.46,paypal,express,,
680,ORD-20251126-00680,246,2025-11-26,pendiente,3530.36,10,400,741.38,4318.7,cash_on_delivery,standard,,Nota del cliente: Entregar por la tarde
681,ORD-20241006-00681,180,2024-10-06,procesando,2510.55,16,380,527.22,3016.08,paypal,standard,,
682,ORD-20231109-00682,68,2023-11-09,cancelado,138.03,3,500,28.99,662.88,bank_transfer,standard,,
683,ORD-20230203-00683,292,2023-02-03,pendiente,1405.28,13,190,295.11,1707.7,bank_transfer,same_day,,
684,ORD-20260315-00684,109,2026-03-15,cancelado,3207.03,3,180,673.48,3964.3,bank_transfer,same_day,,Nota del cliente: Entregar por la tarde
685,ORD-20240429-00685,308,2024-04-29,enviado,3626.99,16,150,761.67,3958.34,credit_card,pickup,7,
686,ORD-20241006-00686,252,2024-10-06,entregado,885.31,6,310,185.92,1328.11,paypal,same_day,,
687,ORD-20250113-00687,91,2025-01-13,entregado,2740.38,17,140,575.48,2990,debit_card,standard,,
688,ORD-20251005-00688,108,2025-10-05,pendiente,3167.57,19,110,665.19,3340.92,paypal,standard,,
689,ORD-20260121-00689,146,2026-01-21,cancelado,1184.93,8,110,248.84,1448.98,debit_card,standard,,
690,ORD-20240410-00690,139,2024-04-10,pendiente,835.43,16,320,175.44,1197.2,cash_on_delivery,standard,,
691,ORD-20240711-00691,288,2024-07-11,procesando,2581.56,13,0,542.13,2788.09,cash_on_delivery,same_day,,
692,ORD-20250816-00692,197,2025-08-16,enviado,97.84,16,230,20.55,332.74,paypal,express,,
693,ORD-20260426-00693,4,2026-04-26,pendiente,2179.23,3,490,457.64,3061.49,paypal,same_day,,
694,ORD-20240129-00694,108,2024-01-29,enviado,1387.76,17,20,291.43,1463.27,bank_transfer,express,2,
695,ORD-20250408-00695,216,2025-04-08,enviado,2537.54,15,370,532.88,3059.79,credit_card,express,,
696,ORD-20231113-00696,289,2023-11-13,cancelado,1484.26,17,270,311.69,1813.63,paypal,pickup,,
697,ORD-20230531-00697,256,2023-05-31,cancelado,2948.32,1,360,619.15,3897.99,paypal,express,,Nota del cliente: Llamar antes
698,ORD-20240103-00698,301,2024-01-03,pendiente,4237.98,17,170,889.98,4577.5,paypal,same_day,,
699,ORD-20250517-00699,166,2025-05-17,pendiente,23.82,3,420,5,448.11,bank_transfer,express,,Nota del cliente: Dejar en portería
700,ORD-20260109-00700,80,2026-01-09,procesando,3029.34,6,160,636.16,3643.74,paypal,standard,5,
701,ORD-20230707-00701,259,2023-07-07,procesando,909.48,5,470,190.99,1525,debit_card,standard,4,
702,ORD-20230203-00702,324,2023-02-03,enviado,3574.85,18,190,750.72,3872.1,bank_transfer,express,,Nota del cliente: Dejar en portería
703,ORD-20230217-00703,206,2023-02-17,enviado,3975.69,17,200,834.89,4334.71,credit_card,pickup,,
704,ORD-20250507-00704,148,2025-05-07,entregado,1511.67,18,390,317.45,1947.02,bank_transfer,express,10,
705,ORD-20240116-00705,152,2024-01-16,procesando,3140.29,10,500,659.46,3985.72,debit_card,express,,
706,ORD-20240129-00706,321,2024-01-29,entregado,152.23,11,70,31.97,237.45,credit_card,express,8,
707,ORD-20250106-00707,127,2025-01-06,cancelado,4145.39,14,10,870.53,4445.57,paypal,same_day,,
708,ORD-20260504-00708,193,2026-05-04,cancelado,1313.04,0,60,275.74,1648.78,credit_card,standard,,
709,ORD-20250609-00709,216,2025-06-09,procesando,3919.16,4,20,823.02,4605.41,debit_card,standard,,
710,ORD-20240419-00710,127,2024-04-19,pendiente,908.61,19,30,190.81,956.78,debit_card,express,9,Nota del cliente: Entregar por la tarde
711,ORD-20250218-00711,109,2025-02-18,cancelado,754.82,17,450,158.51,1235.01,paypal,same_day,3,Nota del cliente: Llamar antes
712,ORD-20240203-00712,6,2024-02-03,pendiente,3271.84,20,20,687.09,3324.56,paypal,pickup,,
713,ORD-20240914-00713,95,2024-09-14,cancelado,2162.55,12,500,454.14,2857.18,cash_on_delivery,express,2,
714,ORD-20250224-00714,100,2025-02-24,cancelado,2447.39,14,120,513.95,2738.71,paypal,same_day,,
715,ORD-20230116-00715,15,2023-01-16,procesando,445.77,4,350,93.61,871.55,paypal,standard,,
716,ORD-20241226-00716,64,2024-12-26,pendiente,3896.43,16,440,818.25,4531.25,credit_card,standard,,
717,ORD-20250420-00717,173,2025-04-20,cancelado,2040.74,0,180,428.56,2649.3,credit_card,same_day,4,Nota del cliente: Entregar por la tarde
